Week_Ending_Date,Race and Ethnicity,Vaccination Coverage Status,Pregnancy Status at Vaccination,Vaccination Coverage Percentage (%),Denominator,Date Order,Race Sort Order,Visual Figure Number,Pregnancy Vaccination Order
05/15/2021,"Asian, NH",Fully Vaccinated,Any,46.1,15954,,2,2,NULL
05/22/2021,"Asian, NH",Fully Vaccinated,Any,50.2,15994,,2,2,NULL
05/29/2021,"Asian, NH",Fully Vaccinated,Any,53.3,15970,,2,2,NULL
06/05/2021,"Asian, NH",Fully Vaccinated,Any,55.9,15970,,2,2,NULL
06/12/2021,"Asian, NH",Fully Vaccinated,Any,58.7,15972,,2,2,NULL
06/19/2021,"Asian, NH",Fully Vaccinated,Any,61,15934,,2,2,NULL
06/26/2021,"Asian, NH",Fully Vaccinated,Any,62.8,15982,,2,2,NULL
07/03/2021,"Asian, NH",Fully Vaccinated,Any,64.5,15990,,2,2,NULL
07/10/2021,"Asian, NH",Fully Vaccinated,Any,66.1,15994,,2,2,NULL
07/17/2021,"Asian, NH",Fully Vaccinated,Any,67.6,16001,,2,2,NULL
07/24/2021,"Asian, NH",Fully Vaccinated,Any,69,16025,,2,2,NULL
07/31/2021,"Asian, NH",Fully Vaccinated,Any,70.3,16059,,2,2,NULL
08/07/2021,"Asian, NH",Fully Vaccinated,Any,71.7,16122,,2,2,NULL
08/14/2021,"Asian, NH",Fully Vaccinated,Any,73.1,16105,,2,2,NULL
08/21/2021,"Asian, NH",Fully Vaccinated,Any,74.5,16145,,2,2,NULL
08/28/2021,"Asian, NH",Fully Vaccinated,Any,75.9,16083,,2,2,NULL
09/04/2021,"Asian, NH",Fully Vaccinated,Any,77.1,16114,,2,2,NULL
09/11/2021,"Asian, NH",Fully Vaccinated,Any,78.8,16126,,2,2,NULL
09/18/2021,"Asian, NH",Fully Vaccinated,Any,80.5,16194,,2,2,NULL
09/25/2021,"Asian, NH",Fully Vaccinated,Any,81.8,16211,,2,2,NULL
10/02/2021,"Asian, NH",Fully Vaccinated,Any,82.6,16219,,2,2,NULL
10/09/2021,"Asian, NH",Fully Vaccinated,Any,83.3,16273,,2,2,NULL
10/16/2021,"Asian, NH",Fully Vaccinated,Any,84,16331,,2,2,NULL
10/23/2021,"Asian, NH",Fully Vaccinated,Any,84.8,16373,,2,2,NULL
10/30/2021,"Asian, NH",Fully Vaccinated,Any,85.4,16388,,2,2,NULL
05/14/2022,All Races/Ethnicity,Booster Dose,Any,55.5,74043,,1,3,NULL
05/21/2022,All Races/Ethnicity,Booster Dose,Any,55.8,73382,,1,3,NULL
05/28/2022,All Races/Ethnicity,Booster Dose,Any,56.1,72634,,1,3,NULL
06/04/2022,All Races/Ethnicity,Booster Dose,Any,56.4,71558,,1,3,NULL
06/11/2022,All Races/Ethnicity,Booster Dose,Any,56.7,70504,,1,3,NULL
06/18/2022,All Races/Ethnicity,Booster Dose,Any,57,69115,,1,3,NULL
06/25/2022,All Races/Ethnicity,Booster Dose,Any,57.3,67612,,1,3,NULL
07/02/2022,All Races/Ethnicity,Booster Dose,Any,57.5,65692,,1,3,NULL
07/09/2022,All Races/Ethnicity,Booster Dose,Any,57.8,63410,,1,3,NULL
07/16/2022,All Races/Ethnicity,Booster Dose,Any,58,59363,,1,3,NULL
07/23/2022,All Races/Ethnicity,Booster Dose,Any,58.2,57010,,1,3,NULL
07/30/2022,All Races/Ethnicity,Booster Dose,Any,58.5,54762,,1,3,NULL
08/06/2022,All Races/Ethnicity,Booster Dose,Any,58.8,52451,,1,3,NULL
08/13/2022,All Races/Ethnicity,Booster Dose,Any,59,50139,,1,3,NULL
08/20/2022,All Races/Ethnicity,Booster Dose,Any,59.2,48617,,1,3,NULL
08/27/2022,All Races/Ethnicity,Booster Dose,Any,59.2,47234,,1,3,NULL
08/21/2021,"Asian, NH",Booster Dose,Any,0.7,12036,,2,3,NULL
08/28/2021,"Asian, NH",Booster Dose,Any,0.8,12204,,2,3,NULL
09/04/2021,"Asian, NH",Booster Dose,Any,1,12424,,2,3,NULL
09/11/2021,"Asian, NH",Booster Dose,Any,1.1,12706,,2,3,NULL
09/18/2021,"Asian, NH",Booster Dose,Any,1.2,13032,,2,3,NULL
09/25/2021,"Asian, NH",Booster Dose,Any,1.3,13258,,2,3,NULL
10/02/2021,"Asian, NH",Booster Dose,Any,3,13396,,2,3,NULL
10/09/2021,"Asian, NH",Booster Dose,Any,4.6,13561,,2,3,NULL
10/16/2021,"Asian, NH",Booster Dose,Any,6.1,13723,,2,3,NULL
10/23/2021,"Asian, NH",Booster Dose,Any,7.9,13886,,2,3,NULL
10/30/2021,"Asian, NH",Booster Dose,Any,10.9,13991,,2,3,NULL
11/06/2021,"Asian, NH",Booster Dose,Any,13.8,14147,,2,3,NULL
11/13/2021,"Asian, NH",Booster Dose,Any,17.2,14198,,2,3,NULL
11/20/2021,"Asian, NH",Booster Dose,Any,21.1,14243,,2,3,NULL
11/27/2021,"Asian, NH",Booster Dose,Any,24.3,14321,,2,3,NULL
12/04/2021,"Asian, NH",Booster Dose,Any,28.4,14395,,2,3,NULL
12/11/2021,"Asian, NH",Booster Dose,Any,33.1,14360,,2,3,NULL
12/18/2021,"Asian, NH",Booster Dose,Any,37.9,14443,,2,3,NULL
12/25/2021,"Asian, NH",Booster Dose,Any,41.6,14473,,2,3,NULL
01/01/2022,"Asian, NH",Booster Dose,Any,44.9,14549,,2,3,NULL
01/08/2022,"Asian, NH",Booster Dose,Any,49.4,14598,,2,3,NULL
01/15/2022,"Asian, NH",Booster Dose,Any,54,14665,,2,3,NULL
01/22/2022,"Asian, NH",Booster Dose,Any,57.6,14668,,2,3,NULL
01/29/2022,"Asian, NH",Booster Dose,Any,60.9,14772,,2,3,NULL
02/05/2022,"Asian, NH",Booster Dose,Any,63.1,14847,,2,3,NULL
02/12/2022,"Asian, NH",Booster Dose,Any,64.6,14841,,2,3,NULL
02/19/2022,"Asian, NH",Booster Dose,Any,65.8,14807,,2,3,NULL
02/26/2022,"Asian, NH",Booster Dose,Any,67,14775,,2,3,NULL
03/05/2022,"Asian, NH",Booster Dose,Any,67.9,14787,,2,3,NULL
03/12/2022,"Asian, NH",Booster Dose,Any,68.4,14756,,2,3,NULL
03/19/2022,"Asian, NH",Booster Dose,Any,69,14764,,2,3,NULL
03/26/2022,"Asian, NH",Booster Dose,Any,69.5,14726,,2,3,NULL
04/02/2022,"Asian, NH",Booster Dose,Any,70.1,14641,,2,3,NULL
04/09/2022,"Asian, NH",Booster Dose,Any,70.4,14546,,2,3,NULL
04/16/2022,"Asian, NH",Booster Dose,Any,70.8,14486,,2,3,NULL
04/23/2022,"Asian, NH",Booster Dose,Any,71.1,14394,,2,3,NULL
04/30/2022,"Asian, NH",Booster Dose,Any,71.3,14277,,2,3,NULL
05/07/2022,"Asian, NH",Booster Dose,Any,71.6,14185,,2,3,NULL
05/14/2022,"Asian, NH",Booster Dose,Any,71.9,14107,,2,3,NULL
05/21/2022,"Asian, NH",Booster Dose,Any,72.4,13970,,2,3,NULL
05/28/2022,"Asian, NH",Booster Dose,Any,72.9,13821,,2,3,NULL
06/04/2022,"Asian, NH",Booster Dose,Any,73.3,13623,,2,3,NULL
06/11/2022,"Asian, NH",Booster Dose,Any,73.7,13410,,2,3,NULL
06/18/2022,"Asian, NH",Booster Dose,Any,74.1,13150,,2,3,NULL
06/25/2022,"Asian, NH",Booster Dose,Any,74.3,12864,,2,3,NULL
07/02/2022,"Asian, NH",Booster Dose,Any,74.6,12528,,2,3,NULL
07/09/2022,"Asian, NH",Booster Dose,Any,75,12089,,2,3,NULL
07/16/2022,"Asian, NH",Booster Dose,Any,75.5,11507,,2,3,NULL
07/23/2022,"Asian, NH",Booster Dose,Any,75.6,11021,,2,3,NULL
07/30/2022,"Asian, NH",Booster Dose,Any,75.9,10610,,2,3,NULL
08/06/2022,"Asian, NH",Booster Dose,Any,76.2,10137,,2,3,NULL
02/19/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.1,108300,,1,1,2
02/26/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.9,108379,,1,1,2
03/05/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.8,108326,,1,1,2
03/12/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.7,108203,,1,1,2
03/19/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.7,108053,,1,1,2
03/26/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.6,107998,,1,1,2
04/02/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.6,107707,,1,1,2
04/09/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.5,107413,,1,1,2
04/16/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.5,107134,,1,1,2
04/23/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,106715,,1,1,2
04/30/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,106184,,1,1,2
05/07/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,105482,,1,1,2
05/14/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.3,104646,,1,1,2
05/21/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.3,103644,,1,1,2
05/28/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.2,102428,,1,1,2
06/04/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.2,100834,,1,1,2
06/11/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.1,99219,,1,1,2
06/18/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1,97212,,1,1,2
06/25/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1,95022,,1,1,2
07/02/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.9,92226,,1,1,2
07/09/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.9,89000,,1,1,2
07/16/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.8,83361,,1,1,2
07/23/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.8,80005,,1,1,2
07/30/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.8,76783,,1,1,2
08/06/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,73612,,1,1,2
08/13/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,70392,,1,1,2
08/20/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,68200,,1,1,2
08/27/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.6,66197,,1,1,2
01/09/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0,103737,,1,1,1
01/16/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0,104025,,1,1,1
01/23/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.1,104174,,1,1,1
01/30/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.2,104407,,1,1,1
02/06/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.4,104722,,1,1,1
02/13/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.6,104698,,1,1,1
02/20/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.9,104735,,1,1,1
02/27/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.2,104988,,1,1,1
03/06/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.5,105128,,1,1,1
03/13/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.9,105196,,1,1,1
03/20/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,2.4,105185,,1,1,1
03/27/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,2.9,105206,,1,1,1
04/03/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,3.5,105033,,1,1,1
04/10/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,4.2,105066,,1,1,1
04/17/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,5,105168,,1,1,1
04/24/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,5.8,105003,,1,1,1
05/01/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,6.8,104981,,1,1,1
05/08/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,7.8,104974,,1,1,1
05/15/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,9,105007,,1,1,1
05/22/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,10.3,105087,,1,1,1
05/29/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,11.6,105041,,1,1,1
06/05/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,13.1,104899,,1,1,1
06/12/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,14.5,104933,,1,1,1
06/19/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,16,104970,,1,1,1
06/26/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,17.5,105127,,1,1,1
07/03/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,18.9,105062,,1,1,1
07/10/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,20.4,105013,,1,1,1
07/17/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,22,105052,,1,1,1
07/24/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,23.4,105064,,1,1,1
07/31/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,24.8,105010,,1,1,1
08/07/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,26.3,105053,,1,1,1
08/14/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,27.8,104896,,1,1,1
08/21/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,29.3,104838,,1,1,1
08/28/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,30.8,104656,,1,1,1
09/04/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,32.3,104718,,1,1,1
09/11/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,33.9,104734,,1,1,1
09/18/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,35.4,104919,,1,1,1
09/25/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,37.1,104927,,1,1,1
10/02/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,38.7,105065,,1,1,1
08/13/2022,"Asian, NH",Booster Dose,Any,76.7,9644,,2,3,NULL
08/20/2022,"Asian, NH",Booster Dose,Any,77,9295,,2,3,NULL
08/27/2022,"Asian, NH",Booster Dose,Any,77.1,9056,,2,3,NULL
08/21/2021,"Black, NH",Booster Dose,Any,0.7,2156,,3,3,NULL
08/28/2021,"Black, NH",Booster Dose,Any,0.8,2246,,3,3,NULL
09/04/2021,"Black, NH",Booster Dose,Any,0.8,2380,,3,3,NULL
09/11/2021,"Black, NH",Booster Dose,Any,0.8,2555,,3,3,NULL
09/18/2021,"Black, NH",Booster Dose,Any,0.9,2687,,3,3,NULL
09/25/2021,"Black, NH",Booster Dose,Any,0.9,2866,,3,3,NULL
10/02/2021,"Black, NH",Booster Dose,Any,1.4,2992,,3,3,NULL
10/09/2021,"Black, NH",Booster Dose,Any,1.9,3136,,3,3,NULL
10/16/2021,"Black, NH",Booster Dose,Any,2.7,3251,,3,3,NULL
10/23/2021,"Black, NH",Booster Dose,Any,3.2,3381,,3,3,NULL
10/30/2021,"Black, NH",Booster Dose,Any,3.9,3513,,3,3,NULL
11/06/2021,"Black, NH",Booster Dose,Any,4.6,3644,,3,3,NULL
11/13/2021,"Black, NH",Booster Dose,Any,5.4,3748,,3,3,NULL
11/20/2021,"Black, NH",Booster Dose,Any,6.1,3828,,3,3,NULL
11/27/2021,"Black, NH",Booster Dose,Any,7.1,3920,,3,3,NULL
12/04/2021,"Black, NH",Booster Dose,Any,8.5,4026,,3,3,NULL
12/11/2021,"Black, NH",Booster Dose,Any,10.6,4056,,3,3,NULL
12/18/2021,"Black, NH",Booster Dose,Any,12.2,4116,,3,3,NULL
12/25/2021,"Black, NH",Booster Dose,Any,14.1,4141,,3,3,NULL
01/01/2022,"Black, NH",Booster Dose,Any,15.9,4219,,3,3,NULL
01/08/2022,"Black, NH",Booster Dose,Any,18.2,4293,,3,3,NULL
01/15/2022,"Black, NH",Booster Dose,Any,21,4343,,3,3,NULL
01/22/2022,"Black, NH",Booster Dose,Any,23.6,4352,,3,3,NULL
01/29/2022,"Black, NH",Booster Dose,Any,26.2,4408,,3,3,NULL
02/05/2022,"Black, NH",Booster Dose,Any,27.8,4468,,3,3,NULL
02/12/2022,"Black, NH",Booster Dose,Any,28.8,4509,,3,3,NULL
02/19/2022,"Black, NH",Booster Dose,Any,29.7,4519,,3,3,NULL
02/26/2022,"Black, NH",Booster Dose,Any,30.8,4567,,3,3,NULL
03/05/2022,"Black, NH",Booster Dose,Any,32.7,4584,,3,3,NULL
03/12/2022,"Black, NH",Booster Dose,Any,33.2,4625,,3,3,NULL
03/19/2022,"Black, NH",Booster Dose,Any,34,4633,,3,3,NULL
03/26/2022,"Black, NH",Booster Dose,Any,34.7,4675,,3,3,NULL
04/02/2022,"Black, NH",Booster Dose,Any,35.2,4671,,3,3,NULL
04/09/2022,"Black, NH",Booster Dose,Any,35.7,4671,,3,3,NULL
04/16/2022,"Black, NH",Booster Dose,Any,35.9,4668,,3,3,NULL
04/23/2022,"Black, NH",Booster Dose,Any,36.2,4643,,3,3,NULL
04/30/2022,"Black, NH",Booster Dose,Any,37.1,4617,,3,3,NULL
05/07/2022,"Black, NH",Booster Dose,Any,37.2,4590,,3,3,NULL
05/14/2022,"Black, NH",Booster Dose,Any,37.2,4550,,3,3,NULL
05/21/2022,"Black, NH",Booster Dose,Any,37.4,4521,,3,3,NULL
05/28/2022,"Black, NH",Booster Dose,Any,38.2,4484,,3,3,NULL
06/04/2022,"Black, NH",Booster Dose,Any,38.5,4407,,3,3,NULL
06/11/2022,"Black, NH",Booster Dose,Any,38.9,4327,,3,3,NULL
06/18/2022,"Black, NH",Booster Dose,Any,39.5,4225,,3,3,NULL
06/25/2022,"Black, NH",Booster Dose,Any,39.7,4124,,3,3,NULL
07/02/2022,"Black, NH",Booster Dose,Any,40.1,3980,,3,3,NULL
07/09/2022,"Black, NH",Booster Dose,Any,40.3,3829,,3,3,NULL
07/16/2022,"Black, NH",Booster Dose,Any,40.9,3613,,3,3,NULL
07/23/2022,"Black, NH",Booster Dose,Any,41.2,3435,,3,3,NULL
07/30/2022,"Black, NH",Booster Dose,Any,41.4,3304,,3,3,NULL
08/06/2022,"Black, NH",Booster Dose,Any,41.9,3151,,3,3,NULL
08/13/2022,"Black, NH",Booster Dose,Any,41.8,3013,,3,3,NULL
08/20/2022,"Black, NH",Booster Dose,Any,41.7,2914,,3,3,NULL
08/27/2022,"Black, NH",Booster Dose,Any,41.7,2812,,3,3,NULL
08/21/2021,Hispanic/Latino,Booster Dose,Any,0.6,16151,,4,3,NULL
08/28/2021,Hispanic/Latino,Booster Dose,Any,0.6,16698,,4,3,NULL
09/04/2021,Hispanic/Latino,Booster Dose,Any,0.7,17328,,4,3,NULL
09/11/2021,Hispanic/Latino,Booster Dose,Any,0.7,18050,,4,3,NULL
09/18/2021,Hispanic/Latino,Booster Dose,Any,0.7,18915,,4,3,NULL
09/25/2021,Hispanic/Latino,Booster Dose,Any,0.8,19683,,4,3,NULL
10/02/2021,Hispanic/Latino,Booster Dose,Any,1.4,20312,,4,3,NULL
10/09/2021,Hispanic/Latino,Booster Dose,Any,2.1,20823,,4,3,NULL
10/16/2021,Hispanic/Latino,Booster Dose,Any,2.7,21310,,4,3,NULL
10/23/2021,Hispanic/Latino,Booster Dose,Any,3.5,21850,,4,3,NULL
10/30/2021,Hispanic/Latino,Booster Dose,Any,4.8,22307,,4,3,NULL
11/06/2021,Hispanic/Latino,Booster Dose,Any,6.2,22720,,4,3,NULL
11/13/2021,Hispanic/Latino,Booster Dose,Any,7.7,23038,,4,3,NULL
11/20/2021,Hispanic/Latino,Booster Dose,Any,9.4,23308,,4,3,NULL
11/27/2021,Hispanic/Latino,Booster Dose,Any,10.8,23552,,4,3,NULL
12/04/2021,Hispanic/Latino,Booster Dose,Any,12.8,23913,,4,3,NULL
12/11/2021,Hispanic/Latino,Booster Dose,Any,14.9,24090,,4,3,NULL
12/18/2021,Hispanic/Latino,Booster Dose,Any,17.2,24338,,4,3,NULL
12/25/2021,Hispanic/Latino,Booster Dose,Any,19.3,24471,,4,3,NULL
01/01/2022,Hispanic/Latino,Booster Dose,Any,21.5,24738,,4,3,NULL
10/09/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,40.3,105217,,1,1,1
10/16/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,42,105446,,1,1,1
10/23/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,43.6,105645,,1,1,1
10/30/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,45.2,105955,,1,1,1
11/06/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,46.7,106323,,1,1,1
11/13/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,48.2,106669,,1,1,1
11/20/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,49.7,106758,,1,1,1
11/27/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,50.9,107069,,1,1,1
12/04/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,52.3,107534,,1,1,1
12/11/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,53.6,107443,,1,1,1
12/18/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,54.8,107709,,1,1,1
12/25/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,56,107657,,1,1,1
01/01/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,57.1,108036,,1,1,1
01/08/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,58.2,108129,,1,1,1
01/15/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,59.1,108209,,1,1,1
01/22/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,60.1,108122,,1,1,1
01/29/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,60.9,108332,,1,1,1
02/05/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,61.7,108558,,1,1,1
02/12/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,62.4,108497,,1,1,1
02/19/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,63,108300,,1,1,1
02/26/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,63.6,108379,,1,1,1
03/05/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,64.1,108326,,1,1,1
03/12/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,64.5,108203,,1,1,1
03/19/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,64.9,108053,,1,1,1
03/26/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,65.3,107998,,1,1,1
04/02/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,65.6,107707,,1,1,1
04/09/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,65.9,107413,,1,1,1
04/16/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66.2,107134,,1,1,1
04/23/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66.5,106715,,1,1,1
04/30/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66.8,106184,,1,1,1
05/07/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.1,105482,,1,1,1
05/14/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.4,104646,,1,1,1
05/21/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.6,103644,,1,1,1
05/28/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68,102428,,1,1,1
06/04/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.2,100834,,1,1,1
06/11/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.5,99219,,1,1,1
06/18/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.7,97212,,1,1,1
06/25/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.9,95022,,1,1,1
07/02/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.1,92226,,1,1,1
07/09/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.3,89000,,1,1,1
07/16/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.3,83361,,1,1,1
07/23/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.4,80005,,1,1,1
07/30/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.6,76783,,1,1,1
08/06/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.6,73612,,1,1,1
08/13/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.7,70392,,1,1,1
08/20/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.8,68200,,1,1,1
08/27/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.9,66197,,1,1,1
01/02/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,103282,,1,1,3
01/09/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,103737,,1,1,3
01/16/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,104025,,1,1,3
01/23/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,104174,,1,1,3
01/30/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.4,104407,,1,1,3
02/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2,104722,,1,1,3
02/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.6,104698,,1,1,3
02/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.1,104735,,1,1,3
02/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.6,104988,,1,1,3
03/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4,105128,,1,1,3
03/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.7,105196,,1,1,3
03/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.6,105185,,1,1,3
03/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.8,105206,,1,1,3
04/03/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.1,105033,,1,1,3
04/10/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10,105066,,1,1,3
04/17/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12,105168,,1,1,3
04/24/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.2,105003,,1,1,3
05/01/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16,104981,,1,1,3
05/08/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.6,104974,,1,1,3
05/15/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.6,105007,,1,1,3
05/22/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.5,105087,,1,1,3
